filename,classification,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10
1-110389-A-0.wav,negative,435.07172,11.902005,-0.9879025,-1.7925292,-2.1774056,0.9693369,0.28898832,-0.36281857,-0.3887362,0.31433612
1-110537-A-22.wav,negative,1050.3972,144.24019,-70.206635,5.5730853,-32.495243,27.131985,-16.791458,-5.6229515,-11.147288,5.831935
1-115521-A-19.wav,negative,621.4488,155.72517,73.404076,15.198194,5.499931,16.989418,18.179054,7.343544,-0.92969304,-1.1682856
1-115545-A-48.wav,negative,488.1609,182.44098,-2.1175547,8.500808,1.5592593,2.1977859,0.41588476,-1.9302984,2.1663475,-0.30289885
1-115545-B-48.wav,negative,557.4382,130.57695,21.985518,8.46765,1.7059176,0.59344566,1.9142021,-0.5756306,1.3518375,0.96468276
1-115545-C-48.wav,negative,549.8022,139.21764,31.494951,-5.445434,-2.9993382,6.4235168,5.367784,0.60129,-0.8071659,0.9076655
1-115546-A-48.wav,negative,537.10565,137.97876,54.46337,5.360394,-2.4681842,3.5326622,6.007492,3.2142453,-0.65114826,-1.8652763
1-115920-A-22.wav,negative,665.6744,112.76925,-66.36351,-9.309136,-28.225565,23.822767,-17.637957,9.215767,-7.643015,10.809312
1-115920-B-22.wav,negative,757.603,115.84496,-76.61797,-6.92189,-35.522957,29.154661,-29.157833,14.449486,-10.558731,15.770144
1-115921-A-22.wav,negative,688.51843,132.761,-68.10059,-14.768826,-28.493702,24.103788,-24.097633,8.673187,-7.5099196,13.623553
1-116765-A-41.wav,negative,894.23895,166.81856,-67.118706,41.95723,-35.456543,1.5310923,-16.01324,-8.667323,-4.2419696,-3.9056234
1-11687-A-47.wav,negative,894.6724,132.84338,-36.873955,60.45325,3.925596,30.736546,2.4978266,13.890316,6.7073507,0.259837
1-118206-A-31.wav,negative,471.6426,74.61429,1.2366327,21.668678,-13.591242,20.577627,-1.2188365,28.296865,10.682886,25.473858
1-118559-A-17.wav,negative,516.8988,95.641136,-87.962364,20.580029,-10.429318,-4.4995513,-20.10197,-4.728533,0.074912794,-4.458074
1-119125-A-45.wav,negative,767.69025,178.52711,-3.2523642,59.531525,15.53504,11.012206,20.284962,14.751352,12.649564,8.955544
1-121951-A-8.wav,negative,470.63885,160.01463,-20.45189,19.595392,11.168517,7.8031964,5.037779,7.4839873,11.337347,10.203885
1-12653-A-15.wav,negative,627.0012,108.555756,5.40797,10.749113,-6.7490573,15.315454,10.180302,18.682049,0.6177571,10.019116
1-12654-A-15.wav,negative,507.16998,85.66627,17.05499,23.686644,10.389066,14.282215,5.888461,10.523938,2.5806944,6.0627823
1-12654-B-15.wav,negative,507.19968,88.86575,18.652565,24.808413,11.174331,17.382526,5.8598456,11.791326,1.2821319,4.6518273
1-13571-A-46.wav,negative,767.95996,194.5215,-31.794603,-5.5575037,3.7250733,-3.629502,-13.900456,-18.774073,-5.8499527,-3.483986
1-13572-A-46.wav,negative,732.6208,148.99342,-4.3950787,-11.66516,-3.8913093,-8.468751,-16.21374,-16.296034,-14.786508,-9.854428
1-13613-A-37.wav,negative,841.3104,112.353485,-117.92587,49.169155,11.532478,-4.349261,-10.206739,11.970497,-18.292425,-0.655773
1-137-A-32.wav,negative,543.02924,124.82803,-42.443184,32.716072,-2.218003,17.385239,-3.5122275,17.1823,2.3338935,2.229761
1-137296-A-16.wav,negative,746.901,163.20262,3.6290479,69.5879,39.129967,17.431725,13.272637,21.432102,8.468136,1.6577882
1-14262-A-37.wav,negative,700.3379,33.042896,-40.03909,-13.588825,-37.530743,8.008632,-32.009327,22.195665,-17.254059,-5.69317
1-155858-A-25.wav,negative,627.8627,86.450714,-1.2875892,-1.2553273,-14.540148,0.66336477,-8.312911,-1.7814894,-8.477795,-8.280506
1-155858-B-25.wav,negative,632.857,86.62341,-9.343998,2.714573,-18.829014,6.9092045,-11.797058,3.0091426,-9.773867,-1.3516718
1-155858-C-25.wav,negative,632.387,95.665375,-12.040789,-2.5678558,-17.098396,7.4386444,-10.556603,1.6509246,-10.803546,-2.6179845
1-155858-D-25.wav,negative,650.9271,97.94774,-10.663279,-4.9684997,-18.333233,6.592022,-12.022561,-0.35348767,-13.956669,-3.8566267
1-155858-E-25.wav,negative,672.4355,108.04737,-1.1056135,8.522658,-5.6175704,-0.7553255,-10.499682,-2.8449821,-11.920404,-14.208123
1-155858-F-25.wav,negative,598.73157,84.74854,-1.1756697,5.72586,-16.549957,6.974897,-9.94869,2.0000067,-8.670634,-0.4097027
1-15689-A-4.wav,negative,604.5087,53.747387,-38.695053,2.4861655,2.3828285,23.929161,1.5850693,7.268368,8.328127,15.444243
1-15689-B-4.wav,negative,597.8539,62.78368,-29.181288,6.6014166,8.468016,26.105083,5.891689,9.202937,8.744497,20.048515
1-160563-A-48.wav,negative,606.0621,154.47578,-27.164143,14.300665,-18.852802,11.985141,-1.6827964,1.7541678,-1.437404,-5.4224086
1-160563-B-48.wav,negative,552.4559,157.28792,3.1291966,31.85934,-9.139361,11.597074,0.94162756,-4.715318,-0.6563373,-9.329547
1-16568-A-3.wav,negative,659.3224,60.058357,-6.8434334,5.92105,9.050096,8.063525,2.1184008,3.438575,0.8336233,-1.623176
1-16746-A-15.wav,negative,324.88644,18.306252,2.54571,8.985429,4.549479,3.9272678,-1.9807113,3.7285588,2.7345176,2.1776693
1-17092-A-27.wav,negative,681.6467,81.98777,-51.30881,28.39256,-1.424681,24.328274,-13.689413,24.930374,-9.26106,14.821314
1-17092-B-27.wav,negative,464.7373,53.78392,-22.545828,19.020725,-5.187934,16.202639,-8.689029,17.004622,3.561902,15.632509
1-17124-A-43.wav,negative,501.1938,26.552866,-11.863173,-1.5731323,0.4944026,-0.457278,2.0508766,-1.5624483,1.0728227,1.8910005
1-17150-A-12.wav,negative,690.2775,85.4922,4.666396,37.49674,8.067956,36.933655,-4.582097,6.065984,11.111185,12.467105
1-172649-A-40.wav,negative,949.9533,83.144615,-15.326648,89.77188,-33.808502,47.767925,-13.634744,16.6554,-13.119408,24.287868
1-172649-B-40.wav,negative,929.7322,93.71951,-12.912653,95.86525,-35.270622,54.20376,-19.173306,18.140825,-15.953615,17.224575
1-172649-C-40.wav,negative,910.07935,98.73992,-1.9060736,69.930855,-30.703514,52.92748,-15.739294,16.84449,-19.044428,19.513275
1-172649-D-40.wav,negative,916.18066,95.28569,-6.6549993,53.354744,-38.108154,55.517654,-9.25718,25.303627,-10.935418,21.404573
1-172649-E-40.wav,negative,875.29504,133.00153,-8.995402,54.055984,-28.111746,54.14588,-4.6285076,17.648975,-1.3740814,18.917315
1-172649-F-40.wav,negative,920.0348,157.57477,-28.655283,42.959305,-50.43837,36.57104,-4.085069,20.315224,-0.9714385,17.81683
1-17295-A-29.wav,negative,626.3568,104.70502,26.93551,28.127293,11.042522,1.7766347,-4.884778,-2.201882,5.000233,8.262773
1-17367-A-10.wav,negative,830.3325,201.01385,-164.47847,58.526264,-3.3402336,-14.553823,49.497772,-30.358639,18.355633,17.137861
1-17565-A-12.wav,negative,721.8669,92.028275,-30.177248,38.96103,-1.740791,23.690235,-5.7348976,5.844403,5.5185294,9.188873
1-17585-A-7.wav,negative,770.4314,90.496414,-12.622731,12.962025,-29.266853,-11.850314,-33.62628,-1.8810313,-31.404764,-11.128826
1-17742-A-12.wav,negative,665.85236,23.947433,14.722452,23.452635,6.5855193,8.040243,4.568543,5.1598697,0.54371476,1.235533
1-17808-A-12.wav,negative,689.75244,94.08334,-0.69010794,38.71699,6.0670238,34.671604,-3.1064327,29.609175,-4.3674974,28.718403
1-17808-B-12.wav,negative,637.8218,100.387184,0.047894046,45.275055,7.288716,38.97736,-4.7584844,29.746628,-1.2873588,26.45001
1-1791-A-26.wav,negative,501.44525,57.464314,-5.0717406,6.073535,3.4764855,4.465218,-2.4561317,0.7199995,-3.5337532,3.4842238
1-17970-A-4.wav,negative,783.34644,164.9499,-53.429195,-27.634836,23.193106,8.566375,-1.3605542,-20.880066,-40.452328,-16.077896
1-18074-A-6.wav,negative,586.40375,91.782265,16.29601,-0.69181854,-4.779673,-5.868044,-10.132987,-0.062554024,7.7961206,6.799682
1-18074-B-6.wav,negative,641.44226,62.97593,14.395566,-2.488725,-6.4267225,-10.090587,-12.948767,-5.652849,4.992497,9.202243
1-181071-A-40.wav,negative,765.5818,253.46399,-29.747026,2.9632638,31.736074,-14.755916,-0.80512536,3.2748315,-13.242651,-7.949152
1-181071-B-40.wav,negative,785.2235,247.29521,-19.288818,5.2268343,24.73626,-12.351798,0.032056328,-1.8573015,-8.789309,-4.4991813
1-18527-A-44.wav,negative,746.5552,194.742,-45.745567,24.92148,1.5365387,5.3549113,13.064359,4.924858,14.220741,2.581855
1-18527-B-44.wav,negative,733.10046,205.38062,-16.34711,14.211239,9.155262,2.1897051,19.149248,10.83012,9.223933,4.8016953
1-18631-A-23.wav,negative,655.00476,164.93068,0.0844871,1.5034368,13.468104,0.250879,11.854237,13.992712,0.92094076,-4.0277934
1-18655-A-31.wav,negative,346.10565,23.134693,10.843091,7.655785,2.0739365,4.665594,1.6707144,2.9597516,3.099853,2.3964458
1-18755-A-4.wav,negative,766.3284,180.87073,-74.0874,-16.801598,12.759195,2.708924,-3.976948,18.497736,-2.3215613,-6.9867597
1-18755-B-4.wav,negative,777.92255,177.66495,-78.409294,-1.2195871,-4.431344,10.816579,-11.18281,10.389781,1.1717906,-7.544012
1-18757-A-4.wav,negative,728.60236,187.7065,-49.620853,-18.906946,10.705971,8.416691,11.170133,23.275286,-5.240662,-14.874156
1-18810-A-49.wav,negative,794.59033,98.20091,-44.283314,35.510094,-25.217432,28.132473,-15.864509,19.013765,-5.3578186,16.75116
1-19026-A-43.wav,negative,522.21,37.264637,0.29730493,6.0970592,-3.082679,1.4551085,-2.1367302,0.42163822,0.60804385,-0.12743744
1-19111-A-24.wav,negative,484.12778,25.218369,-12.420027,-0.068082035,-0.75499624,1.829768,-4.1594186,0.7137444,1.4169568,-3.0299425
1-19118-A-24.wav,negative,208.93637,15.896901,-0.49832064,2.6773849,0.26902324,-0.7189075,-3.1364188,-0.112514876,1.323854,0.63552177
1-19501-A-7.wav,negative,547.2385,29.088266,2.728932,4.225912,-0.64481986,1.5259165,-3.6747837,2.9561212,-1.8380868,0.27421257
1-196660-A-8.wav,negative,707.2555,191.4756,-43.022713,11.673332,17.962248,9.187237,-13.241896,-14.312312,-4.0750165,-1.253165
1-196660-B-8.wav,negative,731.1898,211.42995,-69.032555,10.472126,10.407981,15.992594,-9.740759,-7.596861,-0.42862263,7.395469
1-19840-A-36.wav,negative,804.9955,119.2353,-58.06794,45.386383,-32.625942,26.448439,-16.56177,16.289812,-9.198832,1.6439942
1-19872-A-36.wav,negative,898.0269,129.74983,-54.395046,46.291256,-20.362257,28.074644,-5.808788,16.884295,-6.2134085,6.646225
1-19872-B-36.wav,negative,875.63257,126.226074,-55.78667,51.946583,-21.483643,16.70707,-9.522831,6.561884,-5.704114,5.5143747
1-19898-A-41.wav,negative,815.2701,135.2032,-23.588425,45.564945,-19.854223,19.503788,-2.7508922,7.167945,-16.621387,7.9493237
1-19898-B-41.wav,negative,901.75854,125.34712,-48.96448,39.125618,-39.415524,29.029114,-17.1992,16.163,-22.783522,14.445578
1-19898-C-41.wav,negative,863.19904,123.143196,-39.204063,37.26701,-37.156883,31.699606,-22.28124,16.28712,-23.82702,12.872938
1-20133-A-39.wav,negative,688.6583,48.288563,-3.9871953,25.505182,-4.250142,16.091492,-3.4816918,11.386615,-2.8402505,11.356714
1-202111-A-3.wav,negative,762.44257,107.5691,31.792511,17.940945,-0.2633333,16.96557,9.640752,8.351479,-7.6597548,15.542271
1-20545-A-28.wav,negative,557.83185,78.66065,9.834409,35.102047,22.241465,24.459045,11.769915,15.829983,11.701598,13.975851
1-20736-A-18.wav,negative,1003.29865,87.81906,-49.764484,19.458298,-34.22817,10.679837,-29.121675,9.27355,-20.291332,2.7837048
1-208757-A-2.wav,negative,922.0198,181.74416,-42.315933,25.121552,-15.990783,-11.945197,-11.0448475,2.4713707,-7.6467924,-12.563504
1-208757-B-2.wav,negative,828.21014,159.13374,-33.17017,30.379522,-7.490572,-13.537994,-12.491755,2.2960677,-5.7073565,-7.199282
1-208757-C-2.wav,negative,856.1836,162.64508,-35.865185,24.43494,-11.572886,-4.20216,-12.022587,6.419761,-6.1579914,-4.9640503
1-208757-D-2.wav,negative,874.154,176.5378,-41.061592,23.804642,-10.59,1.8430196,-11.386955,14.93667,-8.715515,-5.5732536
1-208757-E-2.wav,negative,809.3136,180.37616,-34.29659,28.620872,-7.1230264,2.4724133,-9.334636,14.282674,-8.562785,-1.7249626
1-21189-A-10.wav,negative,870.04114,179.4858,-152.86565,82.87866,-61.208073,19.57473,-3.36038,-14.108013,27.40987,-29.734365
1-21421-A-46.wav,negative,863.47864,201.34912,-61.19198,17.229105,-2.284617,14.761111,-4.310951,4.360934,0.1315103,4.1465898
1-21896-A-35.wav,negative,823.48883,161.64046,-53.481827,66.514755,-27.561762,36.96901,5.8856063,0.9800931,27.570902,-10.95605
1-21934-A-38.wav,negative,511.08606,126.29784,30.421114,36.207527,23.436802,40.12654,27.569118,13.992754,2.4894164,5.08065
1-21935-A-38.wav,negative,648.4216,112.61993,-3.4444244,24.55615,-3.21115,17.606068,-7.475805,13.236052,-5.2569256,5.796854
1-223162-A-25.wav,negative,487.67386,8.784337,2.239061,1.6631125,0.93962336,0.85921216,1.036368,0.9261312,0.56269294,0.40726614
1-22804-A-46.wav,negative,909.2398,167.02284,-67.19852,11.540348,-15.151209,3.6527572,-14.23931,16.443434,-9.6457615,1.3354455
1-22882-A-44.wav,negative,823.32477,193.04651,-69.80437,28.400581,-0.5151055,11.960883,9.456611,12.505524,7.454835,10.12123
1-23094-A-15.wav,negative,543.51654,67.63874,-31.654732,-20.268764,-29.625605,-16.356255,-41.975704,-33.120434,-26.700762,-14.824566
1-23094-B-15.wav,negative,548.8353,68.30166,-35.969532,-23.831163,-35.60482,-22.573118,-49.47047,-31.020142,-36.02276,-20.385698
1-23222-A-19.wav,negative,748.4907,192.58186,-0.41651297,5.5909057,10.768344,8.2915,9.920009,0.2876832,4.9886765,5.5546126
1-23222-B-19.wav,negative,752.41,179.17677,19.248493,26.656185,5.851366,8.537225,18.587542,-1.4045973,7.660427,4.7454
1-23706-A-49.wav,negative,654.8944,103.61352,-23.32372,8.147894,-34.68497,11.572737,-22.079233,7.0378094,-13.135285,-1.7401133
1-23996-A-35.wav,negative,899.3103,190.73412,-55.27658,33.27184,-19.762407,26.397726,-29.394627,8.714876,-5.8183284,-2.9294128
1-23996-B-35.wav,negative,973.30176,135.9149,-49.114952,61.70608,-19.009197,45.481636,-20.78537,17.661125,-5.2724953,4.585109
1-24074-A-43.wav,negative,801.42596,194.28987,-54.787876,7.8464413,4.4169097,13.127135,-2.971776,9.360366,24.364918,-2.1780784
1-24076-A-43.wav,negative,861.3819,170.40506,-59.265,36.56243,-26.10211,27.280535,-3.483367,6.811759,12.279642,2.4775481
1-24524-A-19.wav,negative,547.3268,182.01624,72.98224,14.20133,8.902204,15.187561,12.974,6.479695,4.620682,4.6893
1-24524-B-19.wav,negative,682.9117,154.8127,22.075958,-4.765701,17.971607,16.433004,5.501798,5.605634,5.985481,2.1257033
1-24524-C-19.wav,negative,696.5252,168.80989,0.2600177,6.442536,14.291385,8.140943,8.31205,3.6329627,5.3871765,5.20078
1-24796-A-47.wav,negative,980.86163,147.8718,-73.105865,65.48637,-28.122768,18.25776,0.84193736,2.9216707,1.8086464,-4.0196404
1-254507-A-43.wav,negative,782.4052,164.67003,6.538463,17.351053,17.981674,24.730574,3.9099886,6.70485,5.0608,3.1914132
1-25777-A-48.wav,negative,483.86194,154.36972,4.8646827,-3.179552,2.887997,-0.20030648,-0.61523557,-0.82688874,1.4640405,3.496323
1-25781-A-48.wav,negative,573.34235,99.22033,-62.78832,4.9940805,23.898056,8.720637,10.513595,-11.060169,-0.76248854,11.148907
1-260640-A-2.wav,negative,869.45154,149.1178,-64.94549,26.953062,2.2711105,-9.222855,-11.796156,3.7934012,-2.8006475,-2.0010533
1-260640-B-2.wav,negative,835.828,157.91365,-73.97831,29.516155,12.818527,-10.782594,-7.8587394,11.72988,-6.010529,-15.82236
1-260640-C-2.wav,negative,916.451,138.53745,-101.13277,27.634317,-5.8430667,-11.305877,-12.3527565,-0.10328979,-2.0904455,-18.726818
1-26143-A-21.wav,negative,464.84628,23.979082,-14.260118,3.0525773,-3.7314398,4.449807,-2.8826292,-3.1370518,-4.250139,-6.140718
1-26176-A-43.wav,negative,499.81,31.79057,-15.490106,15.826326,-7.6516333,5.6582866,-8.396769,3.654419,1.0053707,-2.4108903
1-26177-A-43.wav,negative,597.6956,64.41148,-33.02153,7.284858,-20.634348,-1.4729532,-12.873443,-3.0220726,-4.0360208,-7.4586253
1-26188-A-30.wav,negative,624.5215,92.84853,28.553719,20.698265,8.306845,10.968207,18.36738,11.30198,4.8687134,4.052978
1-26222-A-10.wav,negative,889.48114,89.01553,-48.86765,61.28677,-51.72156,55.82302,-35.017265,32.805763,-14.00089,19.614841
1-26806-A-1.wav,negative,584.6897,66.61226,-7.125127,-15.996088,-7.772341,7.7608504,10.410697,-4.718368,-10.677704,-9.059211
1-27165-A-35.wav,negative,883.84875,133.33899,-104.0851,54.334633,-23.688805,35.50342,-10.714769,17.237936,-10.56874,2.6060326
1-27166-A-35.wav,negative,940.5748,116.9619,-79.34277,42.425236,-28.321346,26.707615,-23.637114,17.788296,-17.110167,1.9833361
1-27403-A-28.wav,negative,706.43256,93.139275,13.64287,33.382545,4.831628,12.353396,-8.381454,8.370359,-5.7744474,15.576981
1-27405-A-28.wav,negative,607.61536,82.08792,12.610225,32.12962,2.2210345,11.476942,-1.8376877,7.881039,-3.4935224,5.470522
1-27724-A-1.wav,negative,589.9517,52.767086,-32.0006,7.911696,-0.794273,14.756985,-10.511768,5.2015886,-0.7103069,12.237599
1-28005-A-18.wav,negative,927.5498,129.67242,-63.28174,0.8733746,-10.29951,-6.1419053,0.35135552,3.994808,-14.069685,-5.8790417
1-28135-A-11.wav,negative,885.83325,162.10173,-47.84823,40.56229,-33.596428,30.047071,-27.157433,9.910906,-10.900509,2.074014
1-28135-B-11.wav,negative,889.95734,161.30847,-44.213966,32.139122,-27.515059,25.710506,-19.94964,10.045737,-4.2723475,1.0542476
1-28808-A-43.wav,negative,903.7684,170.17775,-61.466816,23.826248,-14.787615,16.183575,-4.9597073,26.672407,-1.8946856,0.06580354
1-29532-A-16.wav,negative,825.02423,133.45354,-69.849846,64.84543,-44.92282,14.46712,-17.216194,17.267324,-0.47007003,-10.744947
1-29561-A-10.wav,negative,879.12476,141.12979,-98.17853,63.160046,-24.86281,29.915834,-37.757195,17.458826,-13.299344,16.262064
1-29680-A-21.wav,negative,459.09158,21.593506,-0.8977021,7.5977383,-2.35324,8.864874,-2.5475075,5.051701,0.9450862,1.6489309
1-30039-A-26.wav,negative,844.1045,172.31508,-25.95439,35.637505,-0.17828241,12.985715,-13.363653,9.972054,-3.0603058,-7.207279
1-30043-A-26.wav,negative,694.1538,122.46812,-22.279245,8.624953,-4.600677,2.8975499,-10.031049,2.5966709,-1.7436491,-8.516292
1-30214-A-18.wav,negative,717.7487,88.20369,-61.565098,29.63917,-2.617093,18.565187,-26.798141,18.25167,-13.883181,3.22903
1-30226-A-0.wav,negative,602.0778,158.62122,-5.421055,-2.639742,10.662173,13.456296,9.919383,7.764978,7.8637323,6.601514
1-30344-A-0.wav,negative,621.9839,98.393486,12.832573,-7.1330175,-18.695835,-17.7625,-20.346596,-13.713506,-6.392603,-13.59
1-30709-A-23.wav,negative,790.5938,178.37885,-20.231869,16.295864,-8.479359,-7.7642865,-20.986357,23.221981,8.953829,5.9470005
1-30709-B-23.wav,negative,791.1315,179.84523,-13.320915,14.000946,-10.100719,-7.071421,-6.1461587,23.723293,6.019239,3.6633148
1-30709-C-23.wav,negative,875.048,179.57265,-41.185966,22.349733,-18.267746,-7.4086123,-2.5063794,19.613699,3.9641907,4.595707
1-30830-A-24.wav,negative,521.87616,47.16355,2.0899277,9.129766,1.3218861,13.214291,-0.3254352,-0.38719222,-1.6210544,1.3837637
1-31251-A-6.wav,negative,833.4204,140.80576,-43.20026,0.73504907,-15.134906,4.648517,-6.6263695,12.433543,-12.387401,-8.87202
1-31251-B-6.wav,negative,799.2129,131.96848,-65.49709,10.674381,-9.370081,8.55813,4.233001,10.469913,-22.462143,-13.92595
1-31482-A-42.wav,negative,770.2146,167.64734,10.227238,-0.54301214,10.729764,0.20413733,-8.7830715,-9.607291,-8.6330385,1.9378955
1-31482-B-42.wav,negative,808.9369,179.16528,2.1310115,-2.0393264,2.1177359,-4.3974085,-7.846571,9.115725,16.101057,28.419565
1-31748-A-21.wav,negative,371.05872,21.187586,-5.081244,4.693634,-1.4401408,2.2558115,-0.8488499,0.32920444,-1.4892181,3.1285737
1-31836-A-4.wav,negative,738.6544,141.96669,-43.66728,4.671257,14.53561,36.32466,3.8849418,11.028411,1.5801187,19.718681
1-31836-B-4.wav,negative,822.0645,167.01677,-100.46553,-12.445897,9.698516,37.495895,4.5863233,2.8061182,7.904707,21.893383
1-32318-A-0.wav,negative,664.444,74.90721,6.201729,-5.245076,0.91594326,12.142028,1.2270161,-5.2427087,-5.112251,-5.41441
1-32373-A-35.wav,negative,938.59015,131.6386,-23.913542,64.023186,-17.328003,46.946117,-11.690164,25.036081,-8.192366,18.774258
1-32373-B-35.wav,negative,912.3274,154.76352,-23.856993,58.439484,-16.498026,45.17889,-15.561453,28.205545,-10.614373,13.716586
1-32579-A-29.wav,negative,429.2508,76.84813,19.853062,20.825943,16.350313,8.179359,9.548484,12.120049,13.983437,13.513273
1-33658-A-26.wav,negative,633.78925,106.16789,5.76404,15.972381,13.11538,14.654996,3.3366861,3.654127,-3.7762244,-0.106536366
1-34094-A-5.wav,negative,746.06006,132.04626,-35.736732,15.639795,-11.288737,3.1498604,-14.954024,4.287221,9.007648,11.237114
1-34094-B-5.wav,negative,732.61835,143.34872,-34.00604,16.074123,-17.235481,2.9959805,-16.936464,9.200677,6.706166,15.390249
1-34119-A-1.wav,negative,430.02243,56.369373,-20.386427,16.524532,-6.6338005,-5.2464695,9.755984,-4.6498156,-2.7115192,2.6001272
1-34119-B-1.wav,negative,359.04434,59.806355,-21.038109,12.300572,-20.953358,1.5331997,26.856932,-8.992643,0.2806802,9.024882
1-34495-A-14.wav,negative,797.8045,69.05607,-20.840797,15.299483,10.468491,32.582626,-20.053785,3.595207,-7.8266025,24.947493
1-34497-A-14.wav,negative,798.99384,65.74167,-18.702187,30.762825,-4.300494,27.803831,-24.433252,13.490483,-20.033266,20.34162
1-34853-A-37.wav,negative,724.9505,134.8929,-97.24264,46.61249,15.586316,8.522559,-22.161474,-38.31042,-12.793458,13.657791
1-35687-A-38.wav,negative,510.3035,195.69177,-25.700619,29.314114,-14.8168545,-4.9398475,-6.869595,-15.078638,-14.110689,-25.470366
1-36164-A-26.wav,negative,467.47034,98.441444,12.852872,25.413584,15.301694,19.709776,2.8975449,7.631691,3.5031562,4.358867
1-36164-B-26.wav,negative,659.5198,115.04034,-15.264753,-2.9662173,-6.9401574,7.5027795,13.348996,17.58011,3.1782923,-5.556028
1-36393-A-23.wav,negative,354.10828,17.968788,0.20515433,9.376054,-1.6838913,4.242907,-1.9318764,2.8634088,1.0403749,-0.32097793
1-36397-A-23.wav,negative,293.8801,43.208447,-4.161904,12.307201,-6.1576185,12.033913,-1.3668361,6.783188,3.1921623,8.479177
1-36400-A-23.wav,negative,281.73175,24.940962,-1.1860203,11.473566,-7.697479,3.10496,0.39579546,1.8845967,1.0676101,2.2699378
1-36402-A-23.wav,negative,353.9876,34.158207,-13.119452,5.347141,-3.8260722,8.376417,-4.755862,1.592499,-0.24363315,-1.5061387
1-36929-A-47.wav,negative,830.8734,230.84933,-22.16792,20.217775,73.73468,-6.21711,-26.222692,13.858742,-1.8883997,-21.677477
1-37226-A-29.wav,negative,493.57913,52.694717,-2.2252188,14.393215,-1.0216161,9.661308,-0.5914948,5.87459,1.9315927,0.4070762
1-38559-A-14.wav,negative,574.01855,52.18758,-97.8827,14.759483,12.776814,26.006363,-49.037735,8.050618,-24.379923,5.8939757
1-38560-A-14.wav,negative,533.4964,40.19881,-65.94811,10.532948,-24.382301,-12.451153,-42.77417,5.224327,-22.433645,-0.79232156
1-39835-A-9.wav,negative,838.21594,116.03723,-82.07997,18.47286,-21.512136,10.955801,9.204035,-13.288231,0.29926974,-1.764433
1-39835-B-9.wav,negative,830.7271,122.731155,-96.27155,23.723152,-29.227037,10.89229,6.083214,-15.293938,-2.8211155,-4.553071
1-39901-A-11.wav,negative,843.2162,155.01965,-33.20004,21.91438,-25.351236,12.716211,-27.456533,1.7664635,-23.457624,-5.6043115
1-39901-B-11.wav,negative,842.69824,161.09663,-33.162994,24.809423,-30.885178,14.695468,-32.58988,4.92941,-24.787294,-1.378069
1-39923-A-1.wav,negative,614.90485,68.520195,-39.044544,-7.557855,-16.763681,0.60721177,3.581737,-1.8620744,-5.186874,3.4428566
1-39937-A-28.wav,negative,699.92676,70.55028,-6.625118,51.774796,-2.400692,27.226406,-4.184137,30.23675,1.096676,27.01421
1-40154-A-46.wav,negative,839.8807,211.0512,-81.5296,-5.384988,-1.7922245,-16.889828,-11.625091,-5.8457723,-10.881913,-5.632891
1-40621-A-28.wav,negative,551.14166,111.917725,13.580327,26.958128,0.9432858,-2.966764,-8.2068815,6.9697347,16.695873,14.624977
